,Date,State,Age,HospitalizationRate,DeathRate,CaseRate,Population,Hospitalizations,Deaths,Cases
1147,200913,District of Columbia,50-64 yr,0.8905,0.05343,80.95454465,99420,0.8853351,0.053120106,80.48500829
1148,200913,Texas,65+ yr,2.192,0.13152,24.1144112,2466642,54.06879264,3.244127558,594.8161947
1149,200913,Vermont,65+ yr,2.192,0.13152,24.1144112,87237,1.91223504,0.114734102,21.0366889
1150,200913,Washington,65+ yr,2.192,0.13152,24.1144112,780577,17.11024784,1.02661487,188.2315475
1151,200913,West Virginia,65+ yr,2.192,0.13152,24.1144112,291162,6.38227104,0.382936262,70.21200194
1152,200913,Wisconsin,65+ yr,2.192,0.13152,24.1144112,754868,16.54670656,0.992802394,182.0319735
1153,200913,Wyoming,65+ yr,2.192,0.13152,24.1144112,66372,1.45487424,0.087292454,16.005217
1154,200913,Missouri,65+ yr,2.192,0.13152,24.1144112,812724,17.81491008,1.068894605,195.9836073
1155,200913,Montana,65+ yr,2.192,0.13152,24.1144112,139883,3.06623536,0.183974122,33.73196182
1156,200913,Nebraska,65+ yr,2.192,0.13152,24.1144112,240786,5.27802912,0.316681747,58.06412615
1157,200913,New Hampshire,65+ yr,2.192,0.13152,24.1144112,170331,3.73365552,0.224019331,41.07431774
1158,200913,New Jersey,65+ yr,2.192,0.13152,24.1144112,1155571,25.33011632,1.519806979,278.6591426
1159,200913,Ohio,65+ yr,2.192,0.13152,24.1144112,1584699,34.73660208,2.084196125,382.1408331
1160,200913,Oklahoma,65+ yr,2.192,0.13152,24.1144112,491422,10.77197024,0.646318214,118.5035218
1161,200913,North Carolina,65+ yr,2.192,0.13152,24.1144112,1167772,25.59756224,1.535853734,281.601342
1162,200913,Rhode Island,65+ yr,2.192,0.13152,24.1144112,149960,3.2871232,0.197227392,36.16197104
1163,200913,South Carolina,65+ yr,2.192,0.13152,24.1144112,595436,13.05195712,0.783117427,143.5858855
1164,200913,Alabama,65+ yr,2.192,0.13152,24.1144112,635217,13.92395664,0.835437398,153.1788394
1165,200913,Alaska,65+ yr,2.192,0.13152,24.1144112,50154,1.09937568,0.065962541,12.09434179
1166,200913,Arizona,65+ yr,2.192,0.13152,24.1144112,833228,18.26435776,1.095861466,200.9280262
1167,200913,Arkansas,65+ yr,2.192,0.13152,24.1144112,405895,8.8972184,0.533833104,97.87918934
1168,200913,Delaware,65+ yr,2.192,0.13152,24.1144112,122912,2.69423104,0.161653862,29.63950509
1169,200913,Florida,65+ yr,2.192,0.13152,24.1144112,3134105,68.6995816,4.121974896,755.7709671
1170,200913,Idaho,65+ yr,2.192,0.13152,24.1144112,183008,4.01153536,0.240692122,44.13130165
1171,200913,Illinois,65+ yr,2.192,0.13152,24.1144112,1568200,34.374944,2.06249664,378.1621964
1172,200913,Indiana,65+ yr,2.192,0.13152,24.1144112,815306,17.87150752,1.072290451,196.6062414
1173,200913,Iowa,65+ yr,2.192,0.13152,24.1144112,446630,9.7901296,0.587407776,107.7021947
1174,200913,Kansas,65+ yr,2.192,0.13152,24.1144112,367817,8.06254864,0.483752918,88.69690384
1175,200913,Louisiana,65+ yr,2.192,0.13152,24.1144112,537096,11.77314432,0.706388659,129.517538
1176,200913,Maine,65+ yr,2.192,0.13152,24.1144112,203163,4.45333296,0.267199978,48.99156123
1177,200913,Massachusetts,65+ yr,2.192,0.13152,24.1144112,876597,19.21500624,1.152900374,211.3862051
1178,200913,Michigan,65+ yr,2.192,0.13152,24.1144112,1316992,28.86846464,1.732107878,317.5848664
1179,200913,Mississippi,65+ yr,2.192,0.13152,24.1144112,369337,8.09586704,0.485752022,89.06344289
1180,200913,Kentucky,65+ yr,2.192,0.13152,24.1144112,560034,12.27594528,0.736556717,135.0489016
1181,200913,Hawaii,65+ yr,2.192,0.13152,24.1144112,186400,4.085888,0.24515328,44.94926248
1182,200913,Utah,65+ yr,2.192,0.13152,24.1144112,235297,5.15771024,0.309462614,56.74048612
1183,200913,Virginia,65+ yr,2.192,0.13152,24.1144112,929178,20.36758176,1.222054906,224.0658037
1184,200913,Nevada,65+ yr,2.192,0.13152,24.1144112,303039,6.64261488,0.398556893,73.07607056
1185,200913,South Dakota,65+ yr,2.192,0.13152,24.1144112,114045,2.4998664,0.149991984,27.50128025
1186,200913,North Dakota,65+ yr,2.192,0.13152,24.1144112,96010,2.1045392,0.126272352,23.15224619
1187,200913,Pennsylvania,65+ yr,2.192,0.13152,24.1144112,1926857,42.23670544,2.534202326,464.6502202
1188,200913,District of Columbia,65+ yr,2.192,0.13152,24.1144112,67108,1.47100736,0.088260442,16.18269907
1189,200913,Texas,Overall,1.233,0.07398,208.9830195,24311891,299.765616,17.98593696,50807.72391
1190,200913,Vermont,Overall,1.233,0.07398,208.9830195,624258,7.69710114,0.461826068,1304.593218
1191,200913,Washington,Overall,1.233,0.07398,208.9830195,6561297,80.90079201,4.854047521,13711.99659
1192,200913,West Virginia,Overall,1.233,0.07398,208.9830195,1840802,22.69708866,1.36182532,3846.963603
1193,200913,Wisconsin,Overall,1.233,0.07398,208.9830195,5637947,69.51588651,4.170953191,11782.35188
1194,200913,Wyoming,Overall,1.233,0.07398,208.9830195,545579,6.72698907,0.403619344,1140.167468
1195,200913,Missouri,Overall,1.233,0.07398,208.9830195,5922314,73.02213162,4.381327897,12376.63062
1196,200913,Montana,Overall,1.233,0.07398,208.9830195,973739,12.00620187,0.720372112,2034.949164
1197,200913,Nebraska,Overall,1.233,0.07398,208.9830195,1799125,22.18321125,1.330992675,3759.86575
1198,200913,New Hampshire,Overall,1.233,0.07398,208.9830195,1313939,16.20086787,0.972052072,2745.909397
1199,200913,New Jersey,Overall,1.233,0.07398,208.9830195,8721577,107.5370444,6.452222665,18226.61496
1200,200913,Ohio,Overall,1.233,0.07398,208.9830195,11512431,141.9482742,8.516896454,24059.02592
1201,200913,Oklahoma,Overall,1.233,0.07398,208.9830195,3675339,45.31692987,2.719015792,7680.834419
1202,200913,North Carolina,Overall,1.233,0.07398,208.9830195,9271178,114.3136247,6.858817484,19375.18773
1203,200913,Rhode Island,Overall,1.233,0.07398,208.9830195,1056389,13.02527637,0.781516582,2207.67363
1204,200913,South Carolina,Overall,1.233,0.07398,208.9830195,4511428,55.62590724,3.337554434,9428.118457
1205,200913,Alabama,Overall,1.233,0.07398,208.9830195,4712651,58.10698683,3.48641921,9848.640358
1206,200913,Alaska,Overall,1.233,0.07398,208.9830195,691189,8.52236037,0.511341622,1444.467643
1207,200913,Arizona,Overall,1.233,0.07398,208.9830195,6246816,77.02324128,4.621394477,13054.7847
1208,200913,Arkansas,Overall,1.233,0.07398,208.9830195,2872684,35.42019372,2.125211623,6003.421764
1209,200913,Delaware,Overall,1.233,0.07398,208.9830195,881278,10.86615774,0.651969464,1841.721375
1210,200913,Florida,Overall,1.233,0.07398,208.9830195,18511620,228.2482746,13.69489648,38686.14243
1211,200913,Idaho,Overall,1.233,0.07398,208.9830195,1526797,18.82540701,1.129524421,3190.746472
1212,200913,Illinois,Overall,1.233,0.07398,208.9830195,12745359,157.1502765,9.429016588,26635.63608
1213,200913,Indiana,Overall,1.233,0.07398,208.9830195,6417398,79.12651734,4.74759104,13411.27211
1214,200913,Iowa,Overall,1.233,0.07398,208.9830195,3016267,37.19057211,2.231434327,6303.485853
1215,200913,Kansas,Overall,1.233,0.07398,208.9830195,2809329,34.63902657,2.078341594,5871.020572
1216,200913,Louisiana,Overall,1.233,0.07398,208.9830195,4429940,54.6211602,3.277269612,9257.822374
1217,200913,Maine,Overall,1.233,0.07398,208.9830195,1327665,16.37010945,0.982206567,2774.594406
1218,200913,Massachusetts,Overall,1.233,0.07398,208.9830195,6477096,79.86259368,4.791755621,13536.0308
1219,200913,Michigan,Overall,1.233,0.07398,208.9830195,9952687,122.7166307,7.362997843,20799.42581
1220,200913,Mississippi,Overall,1.233,0.07398,208.9830195,2941991,36.27474903,2.176484942,6148.261625
1221,200913,Kentucky,Overall,1.233,0.07398,208.9830195,4285828,52.84425924,3.170655554,8956.652765
1222,200913,Hawaii,Overall,1.233,0.07398,208.9830195,1333591,16.44317703,0.986590622,2786.97874
1223,200913,Utah,Overall,1.233,0.07398,208.9830195,2657236,32.76371988,1.965823193,5553.172028
1224,200913,Virginia,Overall,1.233,0.07398,208.9830195,7841754,96.68882682,5.801329609,16387.93429
1225,200913,Nevada,Overall,1.233,0.07398,208.9830195,2633331,32.46897123,1.948138274,5503.214637
1226,200913,South Dakota,Overall,1.233,0.07398,208.9830195,799462,9.85736646,0.591441988,1670.739827
1227,200913,North Dakota,Overall,1.233,0.07398,208.9830195,659858,8.13604914,0.488162948,1378.991173
1228,200913,Pennsylvania,Overall,1.233,0.07398,208.9830195,12612705,155.5146527,9.330879159,26358.41175
1229,200913,District of Columbia,Overall,1.233,0.07398,208.9830195,584400,7.205652,0.43233912,1221.296766
1230,200914,Rhode Island,0-4 yr,3.288,0.04932,469.7142763,58920,1.9372896,0.029059344,276.7556516
1231,200914,South Carolina,0-4 yr,3.288,0.04932,469.7142763,295906,9.72938928,0.145940839,1389.912726
1232,200914,Missouri,0-4 yr,3.288,0.04932,469.7142763,386777,12.71722776,0.190758416,1816.746787
1233,200914,Montana,0-4 yr,3.288,0.04932,469.7142763,59722,1.96365936,0.02945489,280.5227601
1234,200914,Nebraska,0-4 yr,3.288,0.04932,469.7142763,129410,4.2550008,0.063825012,607.857245
1235,200914,Texas,0-4 yr,3.288,0.04932,469.7142763,1903554,62.58885552,0.938832833,8941.264895
1236,200914,Vermont,0-4 yr,3.288,0.04932,469.7142763,32255,1.0605444,0.015908166,151.5063398
1237,200914,Washington,0-4 yr,3.288,0.04932,469.7142763,426450,14.021676,0.21032514,2003.096531
1238,200914,West Virginia,0-4 yr,3.288,0.04932,469.7142763,103758,3.41156304,0.051173446,487.3661388
1239,200914,Wisconsin,0-4 yr,3.288,0.04932,469.7142763,354854,11.66759952,0.175013993,1666.799898
1240,200914,Wyoming,0-4 yr,3.288,0.04932,469.7142763,37268,1.22537184,0.018380578,175.0531165
1241,200914,New Hampshire,0-4 yr,3.288,0.04932,469.7142763,72297,2.37712536,0.03565688,339.5893304
1242,200914,New Jersey,0-4 yr,3.288,0.04932,469.7142763,547150,17.990292,0.26985438,2570.041663
